DateTime,Number of Cargo Ships,Number of Tanker Ships,7-day Moving Average,Prior Year: 7-day Moving Average,Daily Transit Trade Volume (Metric Ton),7-day Moving Average,Prior Year: 7-day Moving Average
9/14/22,51,28,68.14285714,58.71428571,4749891.689,4813179.702,3951286.606
9/13/22,39,20,68.14285714,59.42857143,4653662.537,4818178.566,4100877.578
9/12/22,55,19,70.28571429,60.85714286,4820037.375,4862706.884,4245384.137
9/11/22,45,29,71.28571429,62.28571429,4717044.186,4879474.462,4251230.61
9/10/22,47,24,70.57142857,64.85714286,4760442.198,4848627.325,4314225.372
9/9/22,49,20,69.71428571,65.42857143,5164577.471,4853776.763,4470443.323
9/8/22,39,12,71.28571429,67.28571429,4826602.459,4737707.816,4563874.151
9/7/22,50,29,73.42857143,63.57142857,4784883.736,4644459.202,4535810.452
9/6/22,48,26,72,62.42857143,4965360.764,4617082.76,4403520.82
9/5/22,51,30,70.71428571,60.28571429,4937410.42,4614417.482,4228075.538
9/4/22,47,22,69.85714286,59.28571429,4501114.227,4655231.91,4231765.408
9/3/22,44,21,70.28571429,59.14285714,4796488.264,4545798.068,4265514.949
9/2/22,58,22,69.42857143,59,4352094.843,4540193.034,4112004.864
9/1/22,43,23,70.42857143,57.85714286,4173862.157,4705356.683,4028110.503
8/31/22,46,23,70.57142857,60.14285714,4593248.642,4894433.192,4040986.725
8/30/22,42,23,71.57142857,61.42857143,4946703.82,4933021.876,4134831.423
8/29/22,52,23,72.14285714,64,5223111.42,4960235.207,4250783
8/28/22,49,23,72.57142857,63.14285714,3735077.327,5029493.542,4133473.713
8/27/22,37,22,71,63.71428571,4757253.033,5110163.384,4055379.161
8/26/22,59,28,72.85714286,64.42857143,5508240.386,5043431.825,4089030.308
8/25/22,45,22,72,64.71428571,5497397.714,5021390.406,4182888.332
8/24/22,50,26,71.71428571,64.71428571,4863369.436,4853247.601,4177354.094
8/23/22,47,22,70.57142857,63.14285714,5137197.133,4824271.795,4063644.892
8/22/22,51,27,71.28571429,63.85714286,5707919.769,4818453.777,4145544.967
8/21/22,43,18,70.42857143,64,4299766.22,4660152.908,4145774.527
8/20/22,40,32,70.14285714,62.85714286,4290132.116,4640027.029,4163221.057
8/19/22,64,17,68.57142857,61,5353950.458,4758482.221,4119357.265
8/18/22,48,17,65.85714286,60,4320398.076,4555005.753,3977876.126
8/17/22,42,26,66,61.71428571,4660538.795,4707515.979,4103817.902
8/16/22,56,18,67.28571429,63.14285714,5096471.008,4752327.187,4232689.015
8/15/22,56,16,67.28571429,61.14285714,4599813.684,4679591.201,4078181.57
8/14/22,42,17,68.14285714,60.57142857,4158885.066,4843288.842,4049433.381
8/13/22,40,21,71.14285714,60.85714286,5119318.462,4991635.316,3999291.662
8/12/22,43,19,74.71428571,61.57142857,3929615.178,5145895.973,4104929.759
8/11/22,44,22,77.42857143,62.85714286,5387969.658,5411864.956,4108553.597
8/10/22,62,15,77.85714286,61,4974217.254,5289990.115,3903849.402
8/9/22,46,28,78.71428571,60.14285714,4587319.105,5231421.811,3800065.1
8/8/22,53,25,77.71428571,60.85714286,5745697.169,5144481.062,3866003.233
8/7/22,57,23,75.14285714,61.28571429,5197310.387,5014897.706,3909693.832
8/6/22,59,27,73,60.42857143,6199143.057,4936154.322,3800943.389
8/5/22,60,21,71.85714286,61.14285714,5791398.064,4637466.898,3839610.167
8/4/22,44,25,70.85714286,61,4534845.768,4579443.175,3909590.182
8/3/22,61,22,72.14285714,61,4564239.124,4680359.199,4035175.613
8/2/22,48,19,72.14285714,60.71428571,3978733.867,4833856.787,3916589.85
8/1/22,32,28,71.71428571,61.28571429,4838613.675,4915591.227,3957750.208
7/31/22,42,23,74.28571429,61.85714286,4646106.702,4969478.552,4000971.923
7/30/22,54,24,72.85714286,63.28571429,4108331.089,4906197.014,4132412.385
7/29/22,50,24,73.28571429,61.28571429,5385231.999,4955696.478,4065433.996
7/28/22,49,29,73,61.28571429,5241257.938,4908314.135,4150407.603
7/27/22,44,39,70.71428571,60.28571429,5638722.236,4811509.263,4115316.545
7/26/22,48,16,71.57142857,58.85714286,4550874.951,4791214.458,4233590.632
7/25/22,54,24,69.14285714,56.71428571,5215824.948,4751773.226,4186673.315
7/24/22,36,19,67.57142857,55.42857143,4203135.935,4647441.952,4069053.853
7/23/22,55,26,71.28571429,54,4454827.339,4698323.985,4081005.629
7/22/22,48,24,69.71428571,55,5053555.595,4703706.028,4095255.71
7/21/22,37,25,72,52.42857143,4563623.834,4749327.504,4006226.401
7/20/22,52,37,72.28571429,53,5496658.607,4828157.784,3911275.722
7/19/22,33,14,71.28571429,54.14285714,4274786.327,4863945.382,3913205.361
7/18/22,42,25,72.71428571,53.85714286,4485506.028,4912693.219,3848776.286
7/17/22,52,29,73.42857143,54.85714286,4559310.163,5071011.845,3983956.06
7/16/22,54,16,71.42857143,54.42857143,4492501.64,4920358.648,3926094.992
7/15/22,54,34,70.42857143,54.71428571,5372905.928,4808394.14,4007245.131
7/14/22,49,15,67.42857143,56.28571429,5115435.796,4646969.753,3954967.212
7/13/22,53,29,68.57142857,55,5747171.793,4595241.074,4015800.788
7/12/22,48,9,65,54.85714286,4616021.182,4371579.074,3988177.494
7/11/22,55,17,67.57142857,54.71428571,5593736.411,4402978.913,3964188.824
7/10/22,46,21,67.42857143,53.42857143,3504737.783,4183733.288,3793335.476
7/9/22,41,22,68.57142857,53.28571429,3708750.087,4362144.348,3721153.124
7/8/22,39,28,69.85714286,52.14285714,4242935.222,4455034.921,3540361.495
7/7/22,57,15,71.42857143,51.85714286,4753335.044,4662277.467,3537886.511
7/6/22,38,19,72.42857143,51.28571429,4181537.792,4793749.542,3517130.187
7/5/22,51,24,76,52.42857143,4835820.054,4858592.97,3639334.928
7/4/22,48,23,75.57142857,55.42857143,4059017.036,4856987.99,3862697.414
7/3/22,56,19,74.57142857,55.42857143,4753615.201,4939983.872,3918774.539
7/2/22,54,18,74.85714286,57.57142857,4358984.098,4912198.228,4165868.157
7/1/22,53,25,73.14285714,59.28571429,5693633.043,4836789.589,4303667.93
6/30/22,53,26,73.28571429,59.28571429,5673639.57,4754471.301,4216155.918
6/29/22,54,28,72.71428571,59.28571429,4635441.788,4749831.211,4255028.903
6/28/22,39,33,69.57142857,58.71428571,4824585.196,4773036.957,4160118.524
6/27/22,37,27,67,56.57142857,4639988.205,4618124.517,4010147.164
6/26/22,52,25,66.28571429,57.71428571,4559115.695,4513145.56,4091116.017
6/25/22,36,24,65.42857143,56.28571429,3831123.623,4507297.598,3898781.455
6/24/22,59,20,66.28571429,54,5117405.028,4498960.175,3895194.731
6/23/22,47,28,64.28571429,53.85714286,5641158.94,4382034.425,3980582.382
6/22/22,38,22,63.42857143,55.42857143,4797882.01,4249208.753,3985343.234
6/21/22,32,22,65.71428571,55,3740198.118,4190876.472,4032316.424
6/20/22,40,19,69.42857143,55.57142857,3905135.504,4267275.049,3995909.73
6/19/22,50,21,70.42857143,54.85714286,4518179.963,4386004.092,3844079.071
6/18/22,41,25,68.85714286,55.28571429,3772761.662,4321314.327,3864143.177
6/17/22,43,22,69,56.71428571,4298924.777,4384930.984,3749048.598
6/16/22,52,17,69.14285714,56.42857143,4711379.239,4417061.82,3844056.616
6/15/22,49,27,69.14285714,56.57142857,4389556.04,4454818.424,3854818.367
6/14/22,52,28,66.57142857,55.28571429,4274988.161,4309539.409,3699177.303
6/13/22,49,17,65,56.14285714,4736238.805,4421741.504,3734009.461
6/12/22,46,14,65.57142857,56.57142857,4065351.607,4502774.389,3869563.654
6/11/22,46,21,69.42857143,57.14285714,4218078.261,4583628.514,3865931.729
6/10/22,48,18,69,56.14285714,4523840.629,4529316.654,3799610.625
6/9/22,40,29,66.57142857,56.42857143,4975675.462,4406973.557,3795097.351
6/8/22,33,25,67.14285714,56.14285714,3372602.94,4414179.35,3696557.626
6/7/22,46,23,67,54.28571429,5060402.824,4497060.92,3706330.24
6/6/22,44,26,66,52.57142857,5303468.996,4457590.59,3635766.528
6/5/22,58,29,65.57142857,53.57142857,4631330.483,4332069.401,3701856.685
6/4/22,45,19,61.71428571,54,3837895.242,4209030.397,3808236.67
6/3/22,34,15,60.14285714,54,3667438.949,4073994.639,3853171.542
6/2/22,51,22,61.14285714,57.85714286,5026116.013,4185108.204,3940334.719
6/1/22,37,20,59.71428571,57.14285714,3952773.93,4138155.186,3979814.541
5/31/22,41,21,61.85714286,58.71428571,4784110.52,4366476.733,3966754.448
5/30/22,46,21,63.14285714,58.85714286,4424820.669,4237723.996,4070115.059
5/29/22,41,19,61.14285714,57,3770057.457,4119919.005,4011315.573
5/28/22,37,16,61.71428571,55.85714286,2892644.937,4279559.02,4019242.405
5/27/22,35,21,65.57142857,55,4445233.905,4515455.758,3903098.294
5/26/22,40,23,67.42857143,49.42857143,4697444.881,4485865.507,3730002.138
5/25/22,52,20,66.57142857,51.28571429,5551024.763,4387793.763,3785487.009
5/24/22,57,14,64.85714286,53.71428571,3882841.357,4228545.371,3893634.047
5/23/22,33,20,64.85714286,54.28571429,3600185.734,4423924.135,3915343.85
5/22/22,42,22,67.42857143,55.85714286,4887537.561,4462073.275,3903617.821
5/21/22,55,25,65.57142857,54.28571429,4543922.105,4399537.182,3804564.271
5/20/22,52,17,64.57142857,55.28571429,4238102.149,4477608.46,3933801.287
5/19/22,42,15,66.42857143,58.42857143,4010942.674,4674001.792,4001272.224
5/18/22,37,23,59.71428571,57.71428571,4436286.019,4150657.009,4059912.147
5/17/22,48,23,60.71428571,57.42857143,5250492.702,4144071.855,4129534.583
5/16/22,47,24,59.14285714,54.85714286,3867229.712,4038959.908,3811650.753
5/15/22,41,10,58,54.42857143,4449784.91,4072756.23,3752627.613
5/14/22,48,25,59.28571429,56.85714286,5090421.052,3999453.742,3802858.503
5/13/22,61,21,60,57.14285714,5612855.476,3961655.287,3920018.775
5/12/22,6,4,56,56.57142857,347529.1949,3734365.787,3864029.561
5/11/22,46,21,65.85714286,56.71428571,4390189.938,4292578.935,3849353.663
5/10/22,43,17,64.28571429,55.28571429,4514709.07,4194210.558,3719287.525
5/9/22,39,24,63.85714286,58,4103803.972,4074414.405,3888358.031
5/8/22,36,24,63.28571429,57.42857143,3936667.49,4049745.378,3988636.141
5/7/22,53,25,65,57.71428571,4825831.866,4044810.109,4008596.734
5/6/22,36,18,60.71428571,56.85714286,4021828.976,3912353.109,3789801.052
5/5/22,59,20,61.85714286,54.85714286,4255021.237,4010513.37,3834747.085
5/4/22,36,20,59.42857143,53.57142857,3701611.294,4234630.046,3658883.635
5/3/22,35,22,60.28571429,52,3676136.003,4228646.769,3671188.072
5/2/22,41,18,59.85714286,50.85714286,3931120.778,4196417.591,3674503.918
5/1/22,55,17,60.85714286,52.71428571,3902120.608,4148674.91,3631762.878
4/30/22,28,20,59.28571429,51.42857143,3898632.869,4250362.28,3616982.961
4/29/22,49,13,64,52.42857143,4708950.8,4447457.482,3791696.325
4/28/22,36,26,65.28571429,53.71428571,5823837.97,4503998.018,3788807.637
4/27/22,41,21,66.71428571,54.85714286,3659728.352,4277298.716,3922521.182
4/26/22,37,17,67.71428571,56.85714286,3450531.757,4367438.625,3941206.028
4/25/22,44,22,70.57142857,58.14285714,3596922.013,4513247.061,4013942.046
4/24/22,41,20,69.85714286,55,4613932.198,4599800.319,4010854.943
4/23/22,51,30,70.71428571,55,5278299.283,4568504.785,4045544.451
4/22/22,54,17,67.71428571,54.85714286,5104734.55,4425438.9,3973460.42
4/21/22,48,24,68.85714286,53.85714286,4236942.86,4468670.968,3899505.304
4/20/22,44,25,67.28571429,53,4290707.712,4434810.718,3805386.666
4/19/22,50,24,67,51.85714286,4471190.813,4469931.444,3733210.108
4/18/22,39,22,65.42857143,49.71428571,4202794.821,4389077.886,3608510.415
4/17/22,42,25,64.85714286,52.71428571,4394863.457,4318725.672,3552388.742
4/16/22,41,19,63,54.85714286,4276838.088,4214372.858,3616006.922
4/15/22,52,27,64,59.42857143,5407359.029,4252242.529,3927990.085
4/14/22,45,16,61,63.57142857,3999921.104,3998579.822,4371084.408
4/13/22,49,18,61.71428571,66.14285714,4536552.799,3988525.315,4622140.236
4/12/22,42,21,61.28571429,70.71428571,3905215.906,3975746.342,5001092.593
4/11/22,39,18,62.14285714,71,3710329.318,3996168.432,4997260.898
4/10/22,33,21,65.14285714,73.85714286,3664393.762,4127230.679,5293883.682
4/9/22,50,17,64.14285714,76.42857143,4541925.784,4129606.031,5477370.114
4/8/22,41,17,63.57142857,74.71428571,3631720.079,4165392.241,5433364.369
4/7/22,45,21,67,75,3929539.557,4352056.925,5382863.561
4/6/22,35,29,67,74.28571429,4447099.992,4333184.601,5254615.805
4/5/22,56,13,67.14285714,72.28571429,4048170.534,4267432.121,5364226.701
4/4/22,60,18,65.85714286,70.14285714,4627765.046,4301563.536,5049399.8
4/3/22,32,15,61.71428571,59,3681021.225,4168610.55,4290769.309
4/2/22,44,19,64.85714286,47.85714286,4792429.255,4221675.375,3508800.022
4/1/22,59,23,64.71428571,38.42857143,4938372.867,4118125.97,2760410.035
3/31/22,39,27,60.57142857,27.42857143,3797433.29,3897850.674,1885507.034
3/30/22,38,27,59.57142857,20.42857143,3986832.63,3869360.186,1348313.907
3/29/22,45,15,58.71428571,16.57142857,4287090.439,3832123.431,743387.2681
3/28/22,37,12,57.42857143,20.14285714,3697094.143,3746337.193,1190704.445
3/27/22,48,21,59.14285714,25.57142857,4052475.001,3824845.559,1591357.513
3/26/22,41,21,59.14285714,32,4067583.418,3693580.216,2130884.714
3/25/22,40,13,57.57142857,39.14285714,3396445.793,3590843.273,2653046.611
3/24/22,39,20,59.42857143,46.14285714,3597999.88,3656136.349,3077170.895
3/23/22,39,20,58,50.85714286,3726175.341,3606942.338,3521351.203
3/22/22,38,13,59.14285714,53.71428571,3686586.778,3708931.96,3695425.22
3/21/22,43,18,61.57142857,52.85714286,4246652.702,3819881.127,3541630.701
3/20/22,56,13,63.42857143,54.42857143,3133617.602,3801692.333,3735410.774
3/19/22,39,12,62,53.71428571,3348424.818,3872896.537,3707770.384
3/18/22,45,21,61.71428571,52.85714286,3853497.319,3906172.905,3786092.351
3/17/22,31,18,59.57142857,54,3253641.81,3934054.441,3886684.008
3/16/22,48,19,62,55.57142857,4440102.689,4133953.02,4088697.799
3/15/22,46,22,61.71428571,57.28571429,4463230.95,4135101.193,4230778.834
3/14/22,56,18,59.28571429,58,4119331.146,3894860.316,4318457.035
3/13/22,45,14,57.28571429,58.71428571,3632047.025,3960195.901,4159262.412
3/12/22,36,13,57.14285714,59.42857143,3581359.398,3971801.755,4176021.914
3/11/22,32,19,58,60.42857143,4048668.071,3968425.315,4168731.382
3/10/22,43,23,60.14285714,60.28571429,4652931.86,4099327.179,4276838.304
3/9/22,48,17,60.85714286,61,4448139.9,4006481.123,4119935.643
3/8/22,39,12,59.85714286,58.28571429,2781544.812,3910747.275,3866772.513
3/7/22,41,19,61.85714286,59.57142857,4576680.244,4051486.023,3960691.526
3/6/22,38,20,63,59.57142857,3713287.998,4043537.785,4056087.401
3/5/22,45,10,63.57142857,58.14285714,3557724.323,4023611.285,3891628.923
3/4/22,46,20,64.85714286,58.42857143,4964981.116,4157379.441,3867283.095
3/3/22,53,18,64.28571429,59.42857143,4003009.472,3920900.947,3896887.033
3/2/22,47,11,62.85714286,58,3778002.961,3918773.324,3953695.502
3/1/22,54,11,63.57142857,59.57142857,3766716.049,4060898.159,4158330.119
2/28/22,52,16,62,58.14285714,4521042.574,4108086.028,4077601.077
2/27/22,46,16,60.71428571,55.71428571,3573802.497,4056938.691,4000606.12
2/26/22,45,19,59.42857143,59,4494101.42,3918590.908,4213504.879
2/25/22,44,18,61.57142857,60,3309631.657,4035899.216,4245296.901
2/24/22,54,7,61.14285714,59.14285714,3988116.11,4104345.284,4195153.879
2/23/22,48,15,61.14285714,58.71428571,4772876.804,4107993.594,3984786.896
2/22/22,45,9,59.57142857,55.57142857,4097031.133,3993286.916,3862332.934
2/21/22,42,17,62.14285714,55.14285714,4163011.215,4024395.12,3910727.441
2/20/22,41,12,62.42857143,56.28571429,2605368.016,4087814.067,3850750.732
2/19/22,55,24,64.14285714,55,5315259.578,4288505.547,3861273.4
2/18/22,48,11,62.14285714,54.42857143,3788754.132,4208888.072,3949632.4
2/17/22,43,18,63.71428571,55.85714286,4013654.282,4325307.857,3985143.049
2/16/22,39,13,62.85714286,58.14285714,3969930.057,4217189.404,4238781.443
2/15/22,56,16,63.42857143,60.42857143,4314788.562,4262359.526,4242356.494
2/14/22,43,18,65.28571429,60.28571429,4606943.846,4315198.431,4168114.953
2/13/22,45,20,67,58.42857143,4010208.375,4351230.821,4152665.119
2/12/22,49,16,66.14285714,55.42857143,4757937.248,4279492.335,3827115.527
2/11/22,46,24,65.14285714,55,4603692.626,4147317.634,3681263.643
2/10/22,42,13,63.14285714,53.28571429,3256825.116,4031945.264,3622806.251
2/9/22,40,16,65.57142857,53,4286120.906,4196668.013,3528897.119
2/8/22,67,18,66.57142857,52.57142857,4684660.896,4111715.199,3683463.693
2/7/22,58,15,63.57142857,52.42857143,4859170.577,4087128.799,3702273.208
2/6/22,44,15,62.14285714,53,3508038.972,4016918.362,3649724.583
2/5/22,43,15,61.71428571,55.42857143,3832714.346,4088926.901,3930011.198
2/4/22,37,19,61,55.28571429,3796086.031,4027353.883,3898096.226
2/3/22,57,15,61.28571429,54,4409884.364,4093174.242,3652145.945
2/2/22,50,13,60,50.71428571,3691451.205,3969860.122,3487211.811
2/1/22,53,11,58,50,4512556.094,3993404.033,3294258.763
1/31/22,49,14,58.71428571,50.57142857,4367697.524,3936015.676,3390357.172
1/30/22,51,5,59.14285714,53.85714286,4012098.741,3914405.355,3681392.073
1/29/22,36,17,59.42857143,52.85714286,3401703.22,3913365.766,3540826.824
1/28/22,44,14,60.42857143,51.57142857,4256828.544,3877636.254,3541930.577
1/27/22,40,23,58.57142857,52.57142857,3546685.523,3696628.81,3835570.042
1/26/22,35,14,59.28571429,53.28571429,3856258.582,3990148.276,3909454.356
1/25/22,49,20,61.28571429,52.57142857,4110837.6,4023952.936,3938785.131
1/24/22,49,17,61.14285714,52,4216425.277,4054259.571,3789266.318
1/23/22,45,13,59.42857143,49.71428571,4004821.613,4014069.842,3719984.287
1/22/22,38,22,58.57142857,51,3151596.64,3844903.976,3733954.692
1/21/22,37,8,57.42857143,51.42857143,2989776.435,4089383.015,3715371.314
1/20/22,49,19,58.14285714,50.85714286,5601321.781,4122450.972,3560724.761
1/19/22,46,17,57.28571429,51.28571429,4092891.205,3792274.559,3574439.274
1/18/22,53,15,56.42857143,52.14285714,4322984.048,3780010.623,3507595.929
1/17/22,42,12,57.71428571,52,3935097.174,3918789.951,3617141.188
1/16/22,35,17,57.28571429,53.14285714,2820660.546,3821454.124,3617868.291
1/15/22,40,12,58,53.42857143,4862949.915,3919681.467,3754929.51
1/14/22,39,11,57.14285714,54.85714286,3221252.137,3598581.291,3928302.086
1/13/22,52,10,60.42857143,53.28571429,3290086.884,3900289.1,4041232.482
1/12/22,39,18,61.28571429,53.42857143,4007043.653,4015528.14,4054888.668
1/11/22,54,23,60.85714286,53.28571429,5294439.349,3895638.877,4094592.809
1/10/22,39,12,59.85714286,54.14285714,3253746.387,3746215.041,4030481.05
1/9/22,46,11,61.71428571,52.57142857,3508251.941,3799535.153,3913183.286
1/8/22,30,16,61.42857143,53.14285714,2615248.686,3821417.636,3835419.585
1/7/22,53,20,63.28571429,52.42857143,5333206.8,4053503.253,3747760.635
1/6/22,43,25,61.28571429,54.71428571,4096760.163,3873135.154,3709121.275
1/5/22,41,13,60,54.57142857,3167818.812,3735684.527,3669183.054
1/4/22,50,20,60,54.28571429,4248472.5,3852573.33,3677676.086
1/3/22,50,14,58.57142857,53.28571429,3626987.167,3812308.246,3726056.73
1/2/22,44,11,57.71428571,53.57142857,3661429.323,3799907.4,3751565.632
1/1/22,47,12,58.85714286,52.57142857,4239848.01,3881580.46,3752041.894
12/31/21,44,15,59.71428571,52.71428571,4070630.107,3908466.913,3699531.06
12/30/21,41,18,58,52.28571429,3134605.773,3795160.428,3635078.066
12/29/21,39,15,59,51.71428571,3986040.429,4000992.563,3660043.933
12/28/21,44,16,61.42857143,52.28571429,3966616.91,4217127.501,3680386.837
12/27/21,43,15,62,53.42857143,3540181.25,4273827.732,3643782.026
12/26/21,51,12,60.71428571,53.71428571,4233140.739,4159219.163,3695123.05
12/25/21,44,21,61.42857143,54.85714286,4428053.182,4282658.219,3731482.436
12/24/21,25,22,60.71428571,53,3277484.715,4334010.551,3698093.034
12/23/21,43,23,62.42857143,54,4575430.717,4425291.65,3829205.541
12/22/21,57,14,59.57142857,54,5498984.996,4264672.662,3721157.601
12/21/21,45,19,57.14285714,53.85714286,4363518.523,3989632.618,3738223.386
12/20/21,30,19,55.85714286,53.57142857,2737921.272,3845733.244,3800200.971
12/19/21,46,22,57.71428571,53,5097214.131,4046913.498,3725998.299
12/18/21,42,18,57.14285714,50.28571429,4787519.505,3921017.465,3510104.535
12/17/21,43,16,56.85714286,50.71428571,3916452.408,3893894.145,3604973.793
12/16/21,36,10,58.28571429,50,3451097.799,4133993.61,3531736.647
12/15/21,37,17,61.42857143,51,3573704.684,4283578.166,3721528.477
12/14/21,40,15,61.57142857,51.85714286,3356222.905,4290399.178,3762738.58
12/13/21,44,18,61.14285714,52.42857143,4146183.051,4398674.258,3682052.548
12/12/21,45,19,62.57142857,52.14285714,4215941.902,4528689.211,3717123.502
12/11/21,43,15,60.85714286,53,4597656.264,4495193.082,3873476.153
12/10/21,53,16,61.85714286,55,5597148.665,4414346.01,3856845.808
12/9/21,47,21,60,53.14285714,4498189.691,4210357.992,3846583.225
12/8/21,44,11,56.57142857,53.57142857,3621451.77,4031008.194,3824887.91
12/7/21,34,18,56.71428571,52,4114148.464,4051310.552,3762276.058
12/6/21,55,17,59,50,5056287.718,4194092.356,3809729.555
12/5/21,39,13,57.57142857,51.42857143,3981469.002,4133928.784,3874902.05
12/4/21,45,20,60.42857143,53.14285714,4031726.762,4194318.592,3976552.187
12/3/21,37,19,60.71428571,52.57142857,4169232.535,4324744.357,3880912.083
12/2/21,25,19,61.85714286,53.71428571,3242741.11,4357700.18,3890713.622
12/1/21,40,16,65,53.85714286,3763568.276,4595160.688,3843968.058
11/30/21,48,20,65.57142857,53.14285714,5113621.091,4625210.344,3833055.609
11/29/21,43,19,65.42857143,54.42857143,4635142.713,4705023.291,3833111.393
11/28/21,52,20,66.28571429,54.42857143,4404197.657,4642825.27,3763317.785
11/27/21,51,16,64.28571429,54.42857143,4944707.114,4513356.418,3882768.997
11/26/21,49,15,63.85714286,53.57142857,4399923.299,4391757.823,3885875.586
11/25/21,47,19,64.42857143,54,4904964.663,4419425.882,3796388.4
11/24/21,40,20,63.14285714,53.42857143,3973915.871,4330557.263,3960231.859
11/23/21,53,14,64,57,5672311.723,4399293.417,4091098.936
11/22/21,44,24,63.14285714,56.85714286,4199756.561,4131697.996,4032987.533
11/21/21,40,18,62.28571429,56.42857143,3497915.694,4285121.799,4059621.667
11/20/21,43,21,65.28571429,56.85714286,4093516.947,4474182.734,3883447.04
11/19/21,47,21,62.57142857,56.71428571,4593599.713,4385248.872,3823644.507
11/18/21,47,10,61.28571429,56,4282884.333,4291235.38,3879976.804
11/17/21,49,17,61.14285714,57.28571429,4455068.947,4224769.132,3796347.578
11/16/21,49,12,61.28571429,54.85714286,3799143.774,4265040.422,3664300.789
11/15/21,49,13,62,56.71428571,5273723.187,4257193.603,3627074.251
11/14/21,58,21,60.71428571,57.42857143,4821342.238,4061259.266,3619593.968
11/13/21,29,16,57,55.57142857,3470979.908,3865797.323,3624086.743
11/12/21,38,21,58.57142857,54.57142857,3935505.273,3927789.856,3733625.322
11/11/21,39,17,60.71428571,56.14285714,3817620.599,4025304.765,3752855.533
11/10/21,49,18,61,54.71428571,4736967.972,3947667.843,3660165.151
11/9/21,49,17,60.28571429,55.71428571,3744216.045,3773441.859,3761606.149
11/8/21,34,19,60.42857143,54,3902182.829,3890387.003,3723637.174
11/7/21,35,18,62,52,3453108.633,3925059.959,3665927.12
11/6/21,42,14,63.42857143,52.85714286,3904927.638,4085573.793,3600815.921
11/5/21,46,28,65.28571429,54.85714286,4618109.64,4147453.335,3659395.666
11/4/21,42,16,62.57142857,55.42857143,3274162.146,4094220.597,3642759.316
11/3/21,46,16,62.42857143,56.57142857,3517386.08,4108892.359,3856197.812
11/2/21,39,28,62.28571429,56.85714286,4562832.055,4207429.054,3825243.587
11/1/21,52,12,62.42857143,56.14285714,4144893.521,4125851.369,3879790.327
10/31/21,42,21,59.57142857,56.85714286,4576705.47,3960303.312,3966020.15
10/30/21,52,17,61.85714286,56.57142857,4338084.435,4062589.165,4089341.754
10/29/21,42,13,57,55.42857143,4245480.471,3765809.642,3965909.592
10/28/21,40,17,59,53.71428571,3376864.483,3979797.3,3935631.573
10/27/21,44,17,60.28571429,52.71428571,4207142.942,4268543.952,3746912.303
10/26/21,52,16,60.57142857,53.14285714,3991788.264,4323626.072,3818346.672
10/25/21,26,18,59.14285714,53.71428571,2986057.121,4313893.542,3963860.718
10/24/21,59,20,61.71428571,52.57142857,5292706.438,4521076.016,3809497.93
10/23/21,26,9,59.42857143,51.57142857,2260627.778,4445423.977,3620165.945
10/22/21,50,19,64.57142857,49.14285714,5743394.075,4825133.855,3533900.557
10/21/21,45,21,63.28571429,49.71428571,5398091.046,4626096.472,3518194.976
10/20/21,43,20,62.57142857,50.42857143,4592717.782,4321316.302,3582949.937
10/19/21,42,16,62.14285714,50.14285714,3923660.552,4208951.877,3449875.413
10/18/21,40,22,63.14285714,49.57142857,4436334.442,4365194.55,3317762.217
10/17/21,47,16,64,51.71428571,4763142.165,4385804.641,3474451.853
10/16/21,49,22,63.71428571,52.14285714,4918596.924,4253426.32,3428937.348
10/15/21,43,17,61.85714286,53.42857143,4350132.391,4167388.635,3553820.419
10/14/21,48,13,63.14285714,53.57142857,3264629.861,4145593.136,3542021.535
10/13/21,50,10,62.71428571,53.14285714,3806166.808,4111369.105,3542479.826
10/12/21,51,14,62.57142857,53.14285714,5017359.262,4154329.303,3635218.419
10/11/21,54,14,64.14285714,54.42857143,4580605.078,4300125.105,3717471.201
10/10/21,44,17,61.71428571,55.42857143,3836493.918,4144712.458,3600786.609
10/9/21,35,23,61.14285714,55.57142857,4316333.124,4143034.601,3764591.361
10/8/21,55,14,61.71428571,55.85714286,4197563.9,4058921.341,3616937.122
10/7/21,39,19,59.85714286,56,3025061.648,3942299.481,3619988.178
10/6/21,44,15,60.14285714,54.85714286,4106888.188,4085789.895,3579106.359
10/5/21,58,18,63.42857143,54.57142857,6037929.877,4257176.449,3468909.037
10/4/21,39,12,64,52.28571429,3492716.554,4060819.355,3383410.173
10/3/21,44,13,63.28571429,50.42857143,3824748.914,4055805.349,3424818.111
10/2/21,45,17,64.71428571,50,3727540.307,4134147.574,3436740.138
10/1/21,33,23,63.85714286,51,3381210.88,4316515.035,3546296.116
9/30/21,45,15,65.28571429,50.85714286,4029494.545,4413780.149,3572462.016
9/29/21,57,25,65.14285714,51.28571429,5306594.066,4457525.467,3554371.878
9/28/21,53,27,63.28571429,51.71428571,4663430.217,4287421.344,3620195.719
9/27/21,32,14,61.42857143,54.14285714,3457618.515,4323665.685,3674277.563
9/26/21,51,16,63.71428571,53.14285714,4373144.489,4386285.106,3658870.225
9/25/21,40,16,64.57142857,50.71428571,5004112.537,4512419.941,3467596.622
9/24/21,52,14,66.28571429,51.71428571,4062066.673,4399436.677,3540141.038
9/23/21,45,14,65.57142857,51.85714286,4335711.773,4417086.169,3589500.201
9/22/21,55,14,65.71428571,52,4115865.205,4407078.884,3522439.764
9/21/21,47,20,65.28571429,52.42857143,4917140.606,4486447.854,3589558.516
